Param: rdm.Lap.kernel                                     | Grad Mean: 0.002697603311390 | Grad Std: 0.004479050170630
Param: subnet1.m2.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.dt_proj.bias                    | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.mamba.out_proj.weight                 | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.proj.0.weight                         | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.proj.0.bias                           | Grad Mean: 0.000000000052694 | Grad Std: 0.000000000816385
Param: subnet1.m2.0.proj.1.weight                         | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet1.m2.0.proj.1.bias                           | Grad Mean: -0.000000089717901 | Grad Std: 0.000000889045850
Param: subnet2.alpha0                                     | Grad Mean: -0.000176371744601 | Grad Std: 0.001463466091082
Param: subnet2.alpha1                                     | Grad Mean: -0.000038903865061 | Grad Std: 0.000226496602409
Param: subnet2.alpha2                                     | Grad Mean: 0.000003087606956 | Grad Std: 0.000005717633940
Param: subnet2.fuse0.1.weight                             | Grad Mean: 0.000077845150372 | Grad Std: 0.000879133120179
Param: subnet2.fuse0.1.bias                               | Grad Mean: -0.000000000063466 | Grad Std: 0.000000000390627
Param: subnet2.fuse0.2.weight                             | Grad Mean: 0.000014835459297 | Grad Std: 0.001376294647343
Param: subnet2.fuse0.2.bias                               | Grad Mean: -0.000246420153417 | Grad Std: 0.000939657096751
Param: subnet2.m0.0.norm.weight                           | Grad Mean: 0.000058184676163 | Grad Std: 0.001222869497724
Param: subnet2.m0.0.norm.bias                             | Grad Mean: -0.000011730833648 | Grad Std: 0.000294018507702
Param: subnet2.m0.0.mamba.A_log                           | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000009
Param: subnet2.m0.0.mamba.D                               | Grad Mean: 0.000007778888175 | Grad Std: 0.000125271020806
Param: subnet2.m0.0.mamba.in_proj.weight                  | Grad Mean: 0.000007956787158 | Grad Std: 0.000118020252557
Param: subnet2.m0.0.mamba.conv1d.weight                   | Grad Mean: 0.000129243839183 | Grad Std: 0.001110236393288
Param: subnet2.m0.0.mamba.conv1d.bias                     | Grad Mean: 0.000024434481020 | Grad Std: 0.000372546433937
Param: subnet2.m0.0.mamba.x_proj.weight                   | Grad Mean: -0.000000000019572 | Grad Std: 0.000000002355757
Param: subnet2.m0.0.mamba.dt_proj.weight                  | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m0.0.mamba.dt_proj.bias                    | Grad Mean: 0.000000000000001 | Grad Std: 0.000000000000004
Param: subnet2.m0.0.mamba.out_proj.weight                 | Grad Mean: -0.000000225570659 | Grad Std: 0.000124878177303
Param: subnet2.m0.0.proj.0.weight                         | Grad Mean: 0.000012004149539 | Grad Std: 0.000339822610840
Param: subnet2.m0.0.proj.0.bias                           | Grad Mean: 0.000000000205546 | Grad Std: 0.000000027497839
Param: subnet2.m0.0.proj.1.weight                         | Grad Mean: 0.000032127958548 | Grad Std: 0.000220993868425
Param: subnet2.m0.0.proj.1.bias                           | Grad Mean: -0.000030285300454 | Grad Std: 0.000171337916981
Param: subnet2.down_c0.0.weight                           | Grad Mean: 0.000009874808711 | Grad Std: 0.000279087980743
Param: subnet2.down_c0.0.bias                             | Grad Mean: -0.000000001501398 | Grad Std: 0.000000040997850
Param: subnet2.up_c2.1.weight                             | Grad Mean: 0.000004741059456 | Grad Std: 0.000184265081771
Param: subnet2.up_c2.1.bias                               | Grad Mean: -0.000000001501398 | Grad Std: 0.000000040997850
Param: subnet2.fuse1.0.weight                             | Grad Mean: -0.000003001398682 | Grad Std: 0.000317988131428
Param: subnet2.fuse1.0.bias                               | Grad Mean: -0.000000000031150 | Grad Std: 0.000000000341466
Param: subnet2.fuse1.1.weight                             | Grad Mean: -0.000012169230104 | Grad Std: 0.000275105179753
Param: subnet2.fuse1.1.bias                               | Grad Mean: -0.000022553003873 | Grad Std: 0.000228891134611
Param: subnet2.m1.0.norm.weight                           | Grad Mean: -0.000006135282092 | Grad Std: 0.000264420319581
Param: subnet2.m1.0.norm.bias                             | Grad Mean: -0.000001314165729 | Grad Std: 0.000153130080434
Param: subnet2.m1.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m1.0.mamba.D                               | Grad Mean: 0.000002197440153 | Grad Std: 0.000029587135941
Param: subnet2.m1.0.mamba.in_proj.weight                  | Grad Mean: 0.000001178576554 | Grad Std: 0.000026816122045
Param: subnet2.m1.0.mamba.conv1d.weight                   | Grad Mean: 0.000009687271813 | Grad Std: 0.000161646297784
Param: subnet2.m1.0.mamba.conv1d.bias                     | Grad Mean: 0.000001931823590 | Grad Std: 0.000037397541746
Param: subnet2.m1.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m1.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m1.0.mamba.dt_proj.bias                    | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m1.0.mamba.out_proj.weight                 | Grad Mean: -0.000000020234285 | Grad Std: 0.000009123900782
Param: subnet2.m1.0.proj.0.weight                         | Grad Mean: 0.000000156554052 | Grad Std: 0.000039488775656
Param: subnet2.m1.0.proj.0.bias                           | Grad Mean: 0.000000000169052 | Grad Std: 0.000000004034891
Param: subnet2.m1.0.proj.1.weight                         | Grad Mean: 0.000007379814633 | Grad Std: 0.000033132331737
Param: subnet2.m1.0.proj.1.bias                           | Grad Mean: -0.000000394435801 | Grad Std: 0.000077369535575
Param: subnet2.down_c1.0.weight                           | Grad Mean: -0.000001043240104 | Grad Std: 0.000059423968196
Param: subnet2.down_c1.0.bias                             | Grad Mean: -0.000000000255325 | Grad Std: 0.000000006228009
Param: subnet2.fuse2.0.weight                             | Grad Mean: 0.000000820655430 | Grad Std: 0.000042387528083
Param: subnet2.fuse2.0.bias                               | Grad Mean: -0.000000000002146 | Grad Std: 0.000000000152512
Param: subnet2.fuse2.1.weight                             | Grad Mean: 0.000000968439508 | Grad Std: 0.000010288531485
Param: subnet2.fuse2.1.bias                               | Grad Mean: -0.000001691764282 | Grad Std: 0.000013938298252
Param: subnet2.m2.0.norm.weight                           | Grad Mean: -0.000004801028354 | Grad Std: 0.000007511284366
Param: subnet2.m2.0.norm.bias                             | Grad Mean: -0.000000751497282 | Grad Std: 0.000006402967301
Param: subnet2.m2.0.mamba.A_log                           | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m2.0.mamba.D                               | Grad Mean: 0.000000000000016 | Grad Std: 0.000000000000351
Param: subnet2.m2.0.mamba.in_proj.weight                  | Grad Mean: 0.000000000000012 | Grad Std: 0.000000000002582
Param: subnet2.m2.0.mamba.conv1d.weight                   | Grad Mean: -0.000000000000048 | Grad Std: 0.000000000001780
Param: subnet2.m2.0.mamba.conv1d.bias                     | Grad Mean: -0.000000000000175 | Grad Std: 0.000000000003959
Param: subnet2.m2.0.mamba.x_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m2.0.mamba.dt_proj.weight                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m2.0.mamba.dt_proj.bias                    | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: subnet2.m2.0.mamba.out_proj.weight                 | Grad Mean: -0.000000000000001 | Grad Std: 0.000000000001374
Param: subnet2.m2.0.proj.0.weight                         | Grad Mean: -0.000000000000202 | Grad Std: 0.000000000082631
Param: subnet2.m2.0.proj.0.bias                           | Grad Mean: 0.000000000009351 | Grad Std: 0.000000000115638
Param: subnet2.m2.0.proj.1.weight                         | Grad Mean: 0.000000000000031 | Grad Std: 0.000000000001277
Param: subnet2.m2.0.proj.1.bias                           | Grad Mean: -0.000000375999832 | Grad Std: 0.000003202033440
Param: decoder1.up1.weight                                | Grad Mean: 0.000000704437639 | Grad Std: 0.000023682017854
Param: decoder1.up1.bias                                  | Grad Mean: 0.000000000008868 | Grad Std: 0.000159859599080
Param: decoder1.m1.norm.weight                            | Grad Mean: -0.000076517731941 | Grad Std: 0.000252313271631
Param: decoder1.m1.norm.bias                              | Grad Mean: 0.000000024205747 | Grad Std: 0.000125837192172
Param: decoder1.m1.mamba.A_log                            | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder1.m1.mamba.D                                | Grad Mean: 0.000001686224891 | Grad Std: 0.000025629226002
Param: decoder1.m1.mamba.in_proj.weight                   | Grad Mean: 0.000000037152486 | Grad Std: 0.000019284781956
Param: decoder1.m1.mamba.conv1d.weight                    | Grad Mean: -0.000003816719072 | Grad Std: 0.000091029600298
Param: decoder1.m1.mamba.conv1d.bias                      | Grad Mean: 0.000002193511136 | Grad Std: 0.000030541614251
Param: decoder1.m1.mamba.x_proj.weight                    | Grad Mean: 0.000000000000123 | Grad Std: 0.000000000003839
Param: decoder1.m1.mamba.dt_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder1.m1.mamba.dt_proj.bias                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder1.m1.mamba.out_proj.weight                  | Grad Mean: -0.000000010158249 | Grad Std: 0.000015078349861
Param: decoder1.m1.proj.0.weight                          | Grad Mean: 0.000000167800494 | Grad Std: 0.000053019168263
Param: decoder1.m1.proj.0.bias                            | Grad Mean: -0.000000000015376 | Grad Std: 0.000000002781222
Param: decoder1.m1.proj.1.weight                          | Grad Mean: 0.000007026048024 | Grad Std: 0.000038501566451
Param: decoder1.m1.proj.1.bias                            | Grad Mean: 0.000000144960040 | Grad Std: 0.000062551531300
Param: decoder1.up2.weight                                | Grad Mean: 0.000031968731491 | Grad Std: 0.000268410891294
Param: decoder1.up2.bias                                  | Grad Mean: -0.000000000127329 | Grad Std: 0.000191074374015
Param: decoder1.m2.norm.weight                            | Grad Mean: -0.000183348485734 | Grad Std: 0.001028868719004
Param: decoder1.m2.norm.bias                              | Grad Mean: 0.000010896706954 | Grad Std: 0.000164014316397
Param: decoder1.m2.mamba.A_log                            | Grad Mean: 0.000000013685205 | Grad Std: 0.000000635438255
Param: decoder1.m2.mamba.D                                | Grad Mean: 0.000020477855287 | Grad Std: 0.000123676582007
Param: decoder1.m2.mamba.in_proj.weight                   | Grad Mean: 0.000007713419109 | Grad Std: 0.000202142517082
Param: decoder1.m2.mamba.conv1d.weight                    | Grad Mean: 0.000018492959498 | Grad Std: 0.000789448502474
Param: decoder1.m2.mamba.conv1d.bias                      | Grad Mean: 0.000091825742857 | Grad Std: 0.001160473562777
Param: decoder1.m2.mamba.x_proj.weight                    | Grad Mean: 0.000000041576961 | Grad Std: 0.000024007895263
Param: decoder1.m2.mamba.dt_proj.weight                   | Grad Mean: -0.000000000000006 | Grad Std: 0.000000000000078
Param: decoder1.m2.mamba.dt_proj.bias                     | Grad Mean: -0.000001259735200 | Grad Std: 0.000009696781490
Param: decoder1.m2.mamba.out_proj.weight                  | Grad Mean: 0.000002924314231 | Grad Std: 0.000252633006312
Param: decoder1.m2.proj.0.weight                          | Grad Mean: -0.000001669648668 | Grad Std: 0.000410138978623
Param: decoder1.m2.proj.0.bias                            | Grad Mean: 0.000000001390163 | Grad Std: 0.000000012456058
Param: decoder1.m2.proj.1.weight                          | Grad Mean: 0.000195984030142 | Grad Std: 0.000553171266802
Param: decoder1.m2.proj.1.bias                            | Grad Mean: 0.000013474680600 | Grad Std: 0.000103611157101
Param: decoder1.out_conv.0.weight                         | Grad Mean: -0.001800968428142 | Grad Std: 0.001890533487312
Param: decoder1.out_conv.0.bias                           | Grad Mean: -0.000000000407454 | Grad Std: 0.000000000363507
Param: decoder1.out_conv.1.weight                         | Grad Mean: -0.006193685345352 | Grad Std: 0.001256916089915
Param: decoder1.out_conv.1.bias                           | Grad Mean: -0.002452496439219 | Grad Std: 0.000981326331384
Param: decoder2.up1.weight                                | Grad Mean: 0.000000265222582 | Grad Std: 0.000007631519111
Param: decoder2.up1.bias                                  | Grad Mean: 0.000000000001592 | Grad Std: 0.000049225767725
Param: decoder2.m1.norm.weight                            | Grad Mean: -0.000019056475139 | Grad Std: 0.000076456897659
Param: decoder2.m1.norm.bias                              | Grad Mean: 0.000016408674128 | Grad Std: 0.000038459507778
Param: decoder2.m1.mamba.A_log                            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m1.mamba.D                                | Grad Mean: 0.000000126109214 | Grad Std: 0.000001625160053
Param: decoder2.m1.mamba.in_proj.weight                   | Grad Mean: 0.000000001167051 | Grad Std: 0.000001178567800
Param: decoder2.m1.mamba.conv1d.weight                    | Grad Mean: -0.000000495503684 | Grad Std: 0.000006697386652
Param: decoder2.m1.mamba.conv1d.bias                      | Grad Mean: 0.000000284342093 | Grad Std: 0.000003721536586
Param: decoder2.m1.mamba.x_proj.weight                    | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m1.mamba.dt_proj.weight                   | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m1.mamba.dt_proj.bias                     | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m1.mamba.out_proj.weight                  | Grad Mean: 0.000000002730222 | Grad Std: 0.000000459304005
Param: decoder2.m1.proj.0.weight                          | Grad Mean: 0.000000086783892 | Grad Std: 0.000002824378271
Param: decoder2.m1.proj.0.bias                            | Grad Mean: -0.000000000040529 | Grad Std: 0.000000000741127
Param: decoder2.m1.proj.1.weight                          | Grad Mean: 0.000000295680735 | Grad Std: 0.000000866185189
Param: decoder2.m1.proj.1.bias                            | Grad Mean: 0.000008255264220 | Grad Std: 0.000019123162929
Param: decoder2.up2.weight                                | Grad Mean: 0.000013462788047 | Grad Std: 0.000076182244811
Param: decoder2.up2.bias                                  | Grad Mean: 0.000000000000000 | Grad Std: 0.000295267673209
Param: decoder2.m2.norm.weight                            | Grad Mean: -0.000012207048712 | Grad Std: 0.000535521190614
Param: decoder2.m2.norm.bias                              | Grad Mean: 0.000003034263955 | Grad Std: 0.000070265021350
Param: decoder2.m2.mamba.A_log                            | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m2.mamba.D                                | Grad Mean: -0.000005241528015 | Grad Std: 0.000040706443542
Param: decoder2.m2.mamba.in_proj.weight                   | Grad Mean: -0.000000028712520 | Grad Std: 0.000075433730672
Param: decoder2.m2.mamba.conv1d.weight                    | Grad Mean: 0.000013598121768 | Grad Std: 0.000094396433269
Param: decoder2.m2.mamba.conv1d.bias                      | Grad Mean: 0.000011394708963 | Grad Std: 0.000192056017113
Param: decoder2.m2.mamba.x_proj.weight                    | Grad Mean: 0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m2.mamba.dt_proj.weight                   | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m2.mamba.dt_proj.bias                     | Grad Mean: -0.000000000000000 | Grad Std: 0.000000000000000
Param: decoder2.m2.mamba.out_proj.weight                  | Grad Mean: -0.000000005502621 | Grad Std: 0.000031521667552
Param: decoder2.m2.proj.0.weight                          | Grad Mean: -0.000000020730567 | Grad Std: 0.000042066818423
Param: decoder2.m2.proj.0.bias                            | Grad Mean: 0.000000000915861 | Grad Std: 0.000000004245218
Param: decoder2.m2.proj.1.weight                          | Grad Mean: -0.000013110808140 | Grad Std: 0.000034187098208
Param: decoder2.m2.proj.1.bias                            | Grad Mean: -0.000012559718925 | Grad Std: 0.000035252305679
Param: decoder2.out_conv.0.weight                         | Grad Mean: -0.000461666117189 | Grad Std: 0.000847107090522
Param: decoder2.out_conv.0.bias                           | Grad Mean: 0.000000000077610 | Grad Std: 0.000000000361560
Param: decoder2.out_conv.1.weight                         | Grad Mean: 0.000312774762278 | Grad Std: 0.000967332336586
Param: decoder2.out_conv.1.bias                           | Grad Mean: 0.002570343203843 | Grad Std: 0.001686746720225
Param: out1.0.weight                                      | Grad Mean: 0.000929927220568 | Grad Std: 0.001867669750936
Param: out1.0.bias                                        | Grad Mean: 0.012518843635917 | Grad Std: 0.000622230465524
Param: out2.0.weight                                      | Grad Mean: 0.021452039480209 | Grad Std: 0.001473276061006
Param: out2.0.bias                                        | Grad Mean: -0.018192211166024 | Grad Std: 0.011715404689312
